id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
714,"Baziotes, William",Male,1912–1963,1912,1963,"Pittsburgh, United States","New York, United States",http://www.tate.org.uk/art/artists/william-baziotes-714
27,"Beach, Thomas",Male,1738–1806,1738,1806,"Dorset, United Kingdom",Dorchester,http://www.tate.org.uk/art/artists/thomas-beach-27
2306,"Beale, Mary",Female,1633–1699,1633,1699,"Barrow, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/mary-beale-2306
715,"Beament, Tib",Male,born 1941,1941,,Canada,,http://www.tate.org.uk/art/artists/tib-beament-715
2705,"Beard, John",Male,born 1943,1943,,"Aberdare, United Kingdom",,http://www.tate.org.uk/art/artists/john-beard-2705
716,"Beardsley, Aubrey",Male,1872–1898,1872,1898,"Brighton, United Kingdom","Menton, France",http://www.tate.org.uk/art/artists/aubrey-beardsley-716
28,"Beare, George",Male,active 1743–1749,1743,1749,,"Andover, United Kingdom",http://www.tate.org.uk/art/artists/george-beare-28
717,"Beattie, Basil",Male,born 1935,1935,,"Hartlepool, United Kingdom",,http://www.tate.org.uk/art/artists/basil-beattie-717
29,"Beaumont, Sir George Howland, Bt",Male,1753–1827,1753,1827,"Great Dunmow, United Kingdom","Leicestershire, United Kingdom",http://www.tate.org.uk/art/artists/sir-george-howland-beaumont-bt-29
10983,"Beban, Breda",Female,1952–2012,1952,2012,"Novi Sad, Jugoslavija",,http://www.tate.org.uk/art/artists/breda-beban-10983
718,"Becher, Prof. Bernd",,"1931–2007, born 1934",1931,,,,http://www.tate.org.uk/art/artists/bernd-becher-and-hilla-becher-718
2557,"Becker, Ferdinand",Male,active 1793–1825,1793,1825,,,http://www.tate.org.uk/art/artists/ferdinand-becker-2557
719,"Becker, Harald",Male,born 1940,1940,,Deutschland,,http://www.tate.org.uk/art/artists/harald-becker-719
6303,"Beckley, Bill",Male,born 1946,1946,,"Hamburg, United States",,http://www.tate.org.uk/art/artists/bill-beckley-6303
720,"Beckmann, Max",Male,1884–1950,1884,1950,"Leipzig, Deutschland","New York, United States",http://www.tate.org.uk/art/artists/max-beckmann-720
9118,"Bedia, Jose",Male,born 1959,1959,,,,http://www.tate.org.uk/art/artists/jose-bedia-9118
30,"Beechey, Sir William",Male,1753–1839,1753,1839,"Burford, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-beechey-30
721,"Beer, Richard",Male,born 1928,1928,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/richard-beer-721
722,"Beerbohm, Sir Max",Male,1872–1956,1872,1956,"London, United Kingdom","Rapallo, Italia",http://www.tate.org.uk/art/artists/sir-max-beerbohm-722
723,"Beeton, Alan",Male,1880–1942,1880,1942,"Hampstead, United Kingdom","Reading, United Kingdom",http://www.tate.org.uk/art/artists/alan-beeton-723
724,"Beggs, Guy",Male,born 1947,1947,,"Durban, South Africa",,http://www.tate.org.uk/art/artists/guy-beggs-724
31,"Behnes, William",Male,1795–1864,1795,1864,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-behnes-31
725,"Belcher, George",Male,1875–1947,1875,1947,"Greater London, United Kingdom","Chiddingfold, United Kingdom",http://www.tate.org.uk/art/artists/george-belcher-725
11822,"Belhaj-Kacem, Mehdi",Male,born 1973,1973,,"Paris, France",,http://www.tate.org.uk/art/artists/mehdi-belhaj-kacem-11822
726,"Bell, Graham",Male,1910–1943,1910,1943,South Africa,,http://www.tate.org.uk/art/artists/graham-bell-726
32,"Bell, John Zephaniah",Male,1794–1883,1794,1883,"Dundee, United Kingdom",,http://www.tate.org.uk/art/artists/john-zephaniah-bell-32
727,"Bell, Larry",Male,born 1939,1939,,"Chicago, United States",,http://www.tate.org.uk/art/artists/larry-bell-727
728,"Bell, Laura Anning",Female,1867–1950,1867,1950,France,"London, United Kingdom",http://www.tate.org.uk/art/artists/laura-anning-bell-728
729,"Bell, Robert Anning",Male,1863–1933,1863,1933,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-anning-bell-729
730,"Bell, Trevor",Male,born 1930,1930,,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/trevor-bell-730
731,"Bell, Vanessa",Female,1879–1961,1879,1961,"Kensington, United Kingdom","West Sussex, United Kingdom",http://www.tate.org.uk/art/artists/vanessa-bell-731
732,"Bellany, John",Male,1942–2013,1942,2013,"Port Seton, United Kingdom",,http://www.tate.org.uk/art/artists/john-bellany-732
733,"Bellegarde, Claude",Male,born 1927,1927,,"Paris, France",,http://www.tate.org.uk/art/artists/claude-bellegarde-733
735,"Bellingham-Smith, Elinor",Female,1906–1988,1906,1988,"London, United Kingdom","Ipswich, United Kingdom",http://www.tate.org.uk/art/artists/elinor-bellingham-smith-735
736,"Bellmer, Hans",Male,1902–1975,1902,1975,"Katowice, Polska","Paris, France",http://www.tate.org.uk/art/artists/hans-bellmer-736
2618,"Belloguet, A.",,19th century,1800,1899,,,http://www.tate.org.uk/art/artists/a-belloguet-2618
2549,"Benazech, Peter Paul",Male,c.1744–c.1783,1744,1783,,,http://www.tate.org.uk/art/artists/peter-paul-benazech-2549
18264,"Bendix Skyum Larsen, Nikolaj",,born 1971,1971,,,,http://www.tate.org.uk/art/artists/nikolaj-bendix-skyum-larsen-18264
7290,"Benglis, Lynda",Female,born 1941,1941,,"Louisiana, United States",,http://www.tate.org.uk/art/artists/lynda-benglis-7290
737,"Benjamin, Anthony",Male,1931–2002,1931,2002,"Hampshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/anthony-benjamin-737
33,"Bennett, William",Male,1811–1871,1811,1871,,,http://www.tate.org.uk/art/artists/william-bennett-33
738,"Benois, Alexander",Male,1870–1960,1870,1960,"Sankt-Peterburg, Rossiya","Paris, France",http://www.tate.org.uk/art/artists/alexander-benois-738
739,"Benois, Nadia",Female,1896–1975,1896,1975,"Sankt-Peterburg, Rossiya","Gloucestershire, United Kingdom",http://www.tate.org.uk/art/artists/nadia-benois-739
2240,"Benrath, Frédéric",Male,born 1930,1930,,"Chatou, France",,http://www.tate.org.uk/art/artists/frederic-benrath-2240
740,"Benson, Abraham Harris",Male,1878–1929,1878,1929,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/abraham-harris-benson-740
741,"Béraud, Jean",Male,1849–1935,1849,1935,"Sankt-Peterburg, Rossiya","Paris, France",http://www.tate.org.uk/art/artists/jean-beraud-741
742,"Berber, Mersad",Male,born 1940,1940,,"Bosanski Petrovac, Bosna i Hercegovina",,http://www.tate.org.uk/art/artists/mersad-berber-742
743,"Berg, Adrian",Male,1929–2011,1929,2011,"London, United Kingdom","Brighton, United Kingdom",http://www.tate.org.uk/art/artists/adrian-berg-743
18242,"Bergvall, Caroline",,born 1962,1962,,,,http://www.tate.org.uk/art/artists/caroline-bergvall-18242
2481,"Berkeley, Rev C J R",Male,,,,,,http://www.tate.org.uk/art/artists/rev-c-j-r-berkeley-2481
744,"Berman, Eugène",Male,1899–1972,1899,1972,"Sankt-Peterburg, Rossiya","Roma, Italia",http://www.tate.org.uk/art/artists/eugene-berman-744
745,"Bernik, Janez",Male,born 1933,1933,,Slovenija,,http://www.tate.org.uk/art/artists/janez-bernik-745
746,"Berry, John, CBE",Male,born 1925,1925,,,,http://www.tate.org.uk/art/artists/john-berry-746
2234,"Berthot, Jake",Male,born 1939,1939,,"Niagara Falls, United States",,http://www.tate.org.uk/art/artists/jake-berthot-2234
34,"Bettes, John",Male,active 1531–1570,1531,1570,,"London, United Kingdom",http://www.tate.org.uk/art/artists/john-bettes-34
747,"Beuys, Joseph",Male,1921–1986,1921,1986,"Krefeld, Deutschland","Düsseldorf, Deutschland",http://www.tate.org.uk/art/artists/joseph-beuys-747
748,"Bevan, Robert",Male,1865–1925,1865,1925,"Hove, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-bevan-748
2371,"Bevan, Tony",Male,born 1951,1951,,"Bradford, United Kingdom",,http://www.tate.org.uk/art/artists/tony-bevan-2371
35,"Bewick, Thomas",Male,1753–1828,1753,1828,"England, United Kingdom",Gateshead,http://www.tate.org.uk/art/artists/thomas-bewick-35
5469,"Bhimji, Zarina",Female,born 1963,1963,,"Mbarara, Uganda",,http://www.tate.org.uk/art/artists/zarina-bhimji-5469
749,"Bicât, André",Male,1909–1996,1909,1996,"Essex, United Kingdom",,http://www.tate.org.uk/art/artists/andre-bicat-749
2296,"Bickerton, Ashley",Male,born 1959,1959,,Barbados,,http://www.tate.org.uk/art/artists/ashley-bickerton-2296
750,"Biederman, Charles",Male,1906– 2004,1906,2004,"Cleveland, United States",,http://www.tate.org.uk/art/artists/charles-biederman-750
15999,"Biermann, Aenne",Female,1893–1933,1893,1933,"Goch, Deutschland","Gera, Deutschland",http://www.tate.org.uk/art/artists/aenne-biermann-15999
1658,"Bigge, John",Male,1892–1973,1892,1973,"Oxford, United Kingdom",,http://www.tate.org.uk/art/artists/john-bigge-sir-john-amherst-selby-bigge-bt-1658
12110,"Bill, Simon",Male,born 1958,1958,,"Kingston-upon-Thames, United Kingdom",,http://www.tate.org.uk/art/artists/simon-bill-12110
2749,"Billingham, Richard",Male,born 1970,1970,,"Birmingham, United Kingdom",,http://www.tate.org.uk/art/artists/richard-billingham-2749
751,"Binning, Bertram",Male,1909–1976,1909,1976,"Alberta, Canada","West Vancouver, Canada",http://www.tate.org.uk/art/artists/bertram-binning-751
752,"Bionda, Mario",Male,1913–1985,1913,1985,"Torino, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mario-bionda-752
753,"Birch, Samuel John Lamorna",Male,1869–1955,1869,1955,Egremont,"England, United Kingdom",http://www.tate.org.uk/art/artists/samuel-john-lamorna-birch-753
36,"Bird, Edward",Male,1762–1819,1762,1819,"Wolverhampton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-bird-36
754,"Bird, John",Male,born 1945,1945,,"Doncaster, United Kingdom",,http://www.tate.org.uk/art/artists/john-bird-754
16782,"Birdhead (Ji Weiyu, born 1980; Song Tao, born 1979)",Male,established 2004,2004,,,,http://www.tate.org.uk/art/artists/birdhead-ji-weiyu-born-1980-song-tao-born-1979-16782
755,"Bishop, Henry",Male,1868–1939,1868,1939,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-bishop-755
756,"Bissier, Julius",Male,1893–1965,1893,1965,"Freiburg im Breisgau, Deutschland","Ascona, Schweiz",http://www.tate.org.uk/art/artists/julius-bissier-756
757,"Bissière, Roger",Male,1886–1964,1886,1964,"Lot-et-Garonne, France","Lot, France",http://www.tate.org.uk/art/artists/roger-bissiere-757
758,"Bissill, George",Male,1896–1973,1896,1973,"Fairford, United Kingdom",,http://www.tate.org.uk/art/artists/george-bissill-758
6500,"Bjørlo, Per Inge",Male,born 1952,1952,,"Ålesund, Norge",,http://www.tate.org.uk/art/artists/per-inge-bjrlo-6500
9260,Black Audio Film Collective (John Akomfrah; Reece Auguis; Edward George; Lina Gopaul; Avril Johnson; David Lawson; Trevo,,1982–98 born 1958; born 1958; born1963; born 1959; born 1958; born 1962; born 1960,1958,1998,,,http://www.tate.org.uk/art/artists/black-audio-film-collective-john-akomfrah-reece-auguis-edward-george-lina-gopaul-avril-9260
11563,"Black, Karla",Female,born 1972,1972,,"Alexandria, United Kingdom",,http://www.tate.org.uk/art/artists/karla-black-11563
759,"Black, Sheila",Female,,,,,,http://www.tate.org.uk/art/artists/sheila-black-759
760,"Blackadder, Elizabeth",Female,born 1931,1931,,"Falkirk, United Kingdom",,http://www.tate.org.uk/art/artists/elizabeth-blackadder-760
761,"Blacker, Kate",Female,born 1955,1955,,"Petersfield, United Kingdom",,http://www.tate.org.uk/art/artists/kate-blacker-761
2245,"Blais, Jean-Charles",Male,born 1956,1956,,"Nantes, France",,http://www.tate.org.uk/art/artists/jean-charles-blais-2245
37,"Blake, Benjamin",Male,c.1790–c.1830,1790,1830,,,http://www.tate.org.uk/art/artists/benjamin-blake-37
762,"Blake, John",Male,born 1945,1945,,"Rhode Island, United States",,http://www.tate.org.uk/art/artists/john-blake-762
763,"Blake, Peter",Male,born 1932,1932,,"Dartford, United Kingdom",,http://www.tate.org.uk/art/artists/peter-blake-763
38,"Blake, Robert",Male,1762–1787,1762,1787,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-blake-38
39,"Blake, William",Male,1757–1827,1757,1827,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-blake-39
764,"Blamey, Norman",Male,1914–2000,1914,2000,"London, United Kingdom",,http://www.tate.org.uk/art/artists/norman-blamey-764
765,"Blanche, Jacques-Emile",Male,1861–1942,1861,1942,Auteuil,"Paris, France",http://www.tate.org.uk/art/artists/jacques-emile-blanche-765
766,"Bland, Beatrice",Female,1864–1951,1864,1951,"Lincolnshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/beatrice-bland-766
767,"Blaymires, Charles Henry",Male,1908–c.1970s,1908,1970,,,http://www.tate.org.uk/art/artists/charles-henry-blaymires-767
2759,"Bleckner, Ross",Male,born 1949,1949,,"New York, United States",,http://www.tate.org.uk/art/artists/ross-bleckner-2759
3652,"Blees Luxemburg, Rut",Female,born 1967,1967,,Deutschland,,http://www.tate.org.uk/art/artists/rut-blees-luxemburg-3652
768,"Bliss, Douglas Percy",Male,1900–1984,1900,1984,"Karachi, Pakistan",,http://www.tate.org.uk/art/artists/douglas-percy-bliss-768
769,"Bloch, Martin",Male,1883–1954,1883,1954,Schlesien,"London, United Kingdom",http://www.tate.org.uk/art/artists/martin-bloch-769
13711,"Blom, Ansuya",Female,born 1956,1956,,"Groningen, Nederland",,http://www.tate.org.uk/art/artists/ansuya-blom-13711
2229,"Blore, Edward",Male,1789–1879,1789,1879,"Stamford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-blore-2229
770,"Blow, Sandra",Female,1925–2006,1925,2006,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sandra-blow-770
13048,"Bo, Hou",Female,born 1924,1924,,Zhonghua,,http://www.tate.org.uk/art/artists/hou-bo-13048
771,"Boccioni, Umberto",Male,1882–1916,1882,1916,"Reggio di Calabria, Italia","Veneto, Italia",http://www.tate.org.uk/art/artists/umberto-boccioni-771
772,"Bochner, Mel",Male,born 1940,1940,,"Pittsburgh, United States",,http://www.tate.org.uk/art/artists/mel-bochner-772
773,"Bock, Théophile de",Male,1851–1904,1851,1904,"s Gravenhage, Nederland","Haarlem, Nederland",http://www.tate.org.uk/art/artists/theophile-de-bock-773
774,"Boden, Neville",Male,1929–1996,1929,1996,South Africa,,http://www.tate.org.uk/art/artists/neville-boden-774
40,"Boehm, Sir Joseph Edgar",Male,1834–1890,1834,1890,"Wien, Österreich","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-joseph-edgar-boehm-40
7713,"Boetti, Alighiero",Male,1940–1994,1940,1994,"Torino, Italia",,http://www.tate.org.uk/art/artists/alighiero-e-boetti-7713
9822,"Bohm, Dorothy",Female,born 1924,1924,,"Königsberg in Bayern, Deutschland",,http://www.tate.org.uk/art/artists/dorothy-bohm-9822
775,"Boisvert, Gilles",Male,born 1940,1940,,"Québec, Canada",,http://www.tate.org.uk/art/artists/gilles-boisvert-775
2740,"Boitard, Louis Philippe",Male,active 1734–1760,1734,1760,France,,http://www.tate.org.uk/art/artists/louis-philippe-boitard-2740
2305,"Boltanski, Christian",Male,born 1944,1944,,"Paris, France",,http://www.tate.org.uk/art/artists/christian-boltanski-2305
776,"Bolus, Michael",Male,1934–2013,1934,2013,South Africa,,http://www.tate.org.uk/art/artists/michael-bolus-776
777,"Bomberg, David",Male,1890–1957,1890,1957,"Birmingham, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/david-bomberg-777
2586,"Bond, Henry",Male,born 1966,1966,,"Great Britain, United Kingdom",,http://www.tate.org.uk/art/artists/henry-bond-2586
778,"Bone, Sir Muirhead",Male,1876–1953,1876,1953,,"Oxford, United Kingdom",http://www.tate.org.uk/art/artists/sir-muirhead-bone-778
779,"Bone, Stephen",Male,1904–1958,1904,1958,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/stephen-bone-779
780,"Bonechi, Lorenzo",Male,born 1955,1955,1994,"Figline Valdarno, Italia",,http://www.tate.org.uk/art/artists/lorenzo-bonechi-780
41,"Bonington, Richard Parkes",Male,1802–1828,1802,1828,"Arnold, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/richard-parkes-bonington-41
781,"Bonnard, Pierre",Male,1867–1947,1867,1947,"Fontenay-aux-Roses, France","Cannet, le, France",http://www.tate.org.uk/art/artists/pierre-bonnard-781
782,"Bontecou, Lee",Female,born 1931,1931,,"Providence, United States",,http://www.tate.org.uk/art/artists/lee-bontecou-782
13195,"Booth, L",,,,,,,http://www.tate.org.uk/art/artists/l-booth-13195
2702,"Borland, Christine",Female,born 1965,1965,,"Darvel, United Kingdom",,http://www.tate.org.uk/art/artists/christine-borland-2702
783,"Bornfriend, Jacob",Male,1904–1976,1904,1976,Ceská Republika,,http://www.tate.org.uk/art/artists/jacob-bornfriend-783
784,"Borofsky, Jonathan",Male,born 1942,1942,,"Boston, United States",,http://www.tate.org.uk/art/artists/jonathan-borofsky-784
42,"Borseller, Peter",Male,active 1644–1687,1644,1687,,,http://www.tate.org.uk/art/artists/peter-borseller-42
785,"Boshier, Derek",Male,born 1937,1937,,"Portsmouth, United Kingdom",,http://www.tate.org.uk/art/artists/derek-boshier-785
786,"Bosman, Richard",Male,born 1944,1944,,"Madras, Bharat",,http://www.tate.org.uk/art/artists/richard-bosman-786
787,"Boswell, James",Male,1906–1971,1906,1971,"Westport, New Zealand",,http://www.tate.org.uk/art/artists/james-boswell-787
2684,"Boty, Pauline",Female,1938–1966,1938,1966,"Surrey, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/pauline-boty-2684
43,"Bough, Samuel",Male,1822–1878,1822,1878,"Carlisle, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/samuel-bough-43
44,"Boughton, George Henry",Male,1833–1905,1833,1905,"Norwich, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-henry-boughton-44
788,"Boumans, Bart",Male,born 1940,1940,,"Deventer, Nederland",,http://www.tate.org.uk/art/artists/bart-boumans-788
789,"Bourdelle, Antoine",Male,1861–1929,1861,1929,France,,http://www.tate.org.uk/art/artists/antoine-bourdelle-789
2351,"Bourgeois, Louise",Female,1911–2010,1911,2010,"Paris, France","New York, United States",http://www.tate.org.uk/art/artists/louise-bourgeois-2351
2707,"Bourne, James",Male,1773–1854,1773,1854,"Lincolnshire, United Kingdom","Sutton Coldfield, United Kingdom",http://www.tate.org.uk/art/artists/james-bourne-2707
790,"Bouvier de Cachard, Comte Régis Guy de",Male,born 1929,1929,,"Paris, France",,http://www.tate.org.uk/art/artists/comte-regis-de-bouvier-de-cachard-790
4381,"Bowen, Denis",Male,1921–2006,1921,2006,"Kimberley, South Africa",,http://www.tate.org.uk/art/artists/denis-bowen-4381
45,"Bower, Edward",Male,active 1629–c.1667,1629,1667,,"London, United Kingdom",http://www.tate.org.uk/art/artists/edward-bower-45
791,"Bowey, Olwyn",Female,born 1936,1936,,"Stockton-on-Tees, United Kingdom",,http://www.tate.org.uk/art/artists/olwyn-bowey-791
46,"Bowler, Henry Alexander",Male,1824–1903,1824,1903,Kensington,"London, United Kingdom",http://www.tate.org.uk/art/artists/henry-alexander-bowler-46
792,"Bowling, Frank",Male,born 1936,1936,,Guyana,,http://www.tate.org.uk/art/artists/frank-bowling-792
793,"Box, E.",Female,1919–1988,1919,1988,,,http://www.tate.org.uk/art/artists/e-box-793
47,"Boxall, Sir William",Male,1800–1879,1800,1879,"Oxford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-boxall-47
6550,"Boxer, Stanley",Male,1926–2000,1926,2000,"New York, United States","Pittsfield, United States",http://www.tate.org.uk/art/artists/stanley-boxer-6550
48,"Boyce, George Price",Male,1826–1897,1826,1897,"Camden, United Kingdom","Chelsea, United Kingdom",http://www.tate.org.uk/art/artists/george-price-boyce-48
7630,"Boyce, Martin",Male,born 1967,1967,,"Hamilton, United Kingdom",,http://www.tate.org.uk/art/artists/martin-boyce-7630
794,"Boyce, Sonia",Female,born 1962,1962,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/sonia-boyce-794
795,"Boyd and Evans, Fionnuala and Leslie",,"born 1944, born 1945",1944,,,,http://www.tate.org.uk/art/artists/boyd-and-evans-fionnuala-boyd-leslie-evans-795
1249,"Boyd Harte, Glynn",Male,1948–2003,1948,2003,"Lancashire, United Kingdom",,http://www.tate.org.uk/art/artists/glynn-boyd-harte-1249
796,"Boyd, Arthur",Male,1920–1999,1920,1999,Australia,Melbourne,http://www.tate.org.uk/art/artists/arthur-boyd-796
797,"Boyle, Mark",Male,1934–2005,1934,2005,"Glasgow, United Kingdom",,http://www.tate.org.uk/art/artists/mark-boyle-797
2482,"Boyne, John",Male,c.1750–1810,1750,1810,"Down, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-boyne-2482
49,"Boys, Thomas Shotter",Male,1803–1874,1803,1874,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-shotter-boys-49
50,"Brabazon, Hercules Brabazon",Male,1821–1906,1821,1906,"Paris, France",,http://www.tate.org.uk/art/artists/hercules-brabazon-brabazon-50
8804,"Braden, Norah",Female,1901–2001,1901,2001,"Margate, United Kingdom","Chichester, United Kingdom",http://www.tate.org.uk/art/artists/norah-braden-8804
9242,"Bradford, Mark",Male,born 1961,1961,,"Los Angeles, United States",,http://www.tate.org.uk/art/artists/mark-bradford-9242
798,"Bradley, Martin",Male,born 1931,1931,,"Surrey, United Kingdom",,http://www.tate.org.uk/art/artists/martin-bradley-798
51,"Bramley, Frank",Male,1857–1915,1857,1915,"Lincolnshire, United Kingdom","Chalford, United Kingdom",http://www.tate.org.uk/art/artists/frank-bramley-51
799,"Brammer, Leonard",Male,1906–1994,1906,1994,"Delft, Nederland","Delft, Nederland",http://www.tate.org.uk/art/artists/leonard-brammer-799
800,"Brancusi, Constantin",Male,1876–1957,1876,1957,România,"Paris, France",http://www.tate.org.uk/art/artists/constantin-brancusi-800
2414,"Brandard, Robert",Male,1805–1862,1805,1862,"Birmingham, United Kingdom","Kensington, United Kingdom",http://www.tate.org.uk/art/artists/robert-brandard-2414
9570,"Brandenburg, Ulla von",Female,born 1974,1974,,"Karlsruhe, Deutschland",,http://www.tate.org.uk/art/artists/ulla-von-brandenburg-9570
2742,"Brandoin, Michael-Vincent Charles",Male,1733–1807,1733,1807,,,http://www.tate.org.uk/art/artists/micheal-vincent-charles-brandoin-2742
801,"Brandt, Bill",Male,1904–1983,1904,1983,"Hamburg, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/bill-brandt-801
802,"Brangwyn, Sir Frank",Male,1867–1956,1867,1956,"Brugge, België","Ditchling, United Kingdom",http://www.tate.org.uk/art/artists/sir-frank-brangwyn-802
3094,"Branson, Clive",Male,1907–1944,1907,1944,,Myanmar,http://www.tate.org.uk/art/artists/clive-branson-3094
52,"Branwhite, Nathan",Male,1813–1894,1813,1894,,,http://www.tate.org.uk/art/artists/nathan-branwhite-52
803,"Braque, Georges",Male,1882–1963,1882,1963,"Argenteuil, France","Paris, France",http://www.tate.org.uk/art/artists/georges-braque-803
11259,Brassai,Male,1899–1984,1899,1984,"Brasov, România","Beaulieu, France",http://www.tate.org.uk/art/artists/brassai-11259
804,"Bratby, John",Male,1928–1992,1928,1992,"Wimbledon, United Kingdom","Hastings, United Kingdom",http://www.tate.org.uk/art/artists/john-bratby-804
2719,"Bravo, Manuel Álvarez",Male,1902–2002,1904,2002,"Ciudad de México, México","Ciudad de México, México",http://www.tate.org.uk/art/artists/manuel-alvarez-bravo-2719
805,"Breakwell, Ian",Male,1943–2005,1943,2005,"Derby, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/ian-breakwell-805
564,"Bree, Rev. William",Male,1754–1822,1754,1822,,,http://www.tate.org.uk/art/artists/rev-william-bree-564
806,"Breeze, Claude",Male,born 1938,1938,,"Nelson, Canada",,http://www.tate.org.uk/art/artists/claude-breeze-806
807,"Breton, André",Male,1896–1966,1896,1966,"Normandie, France","Paris, France",http://www.tate.org.uk/art/artists/andre-breton-807
808,"Brett, Bernard",Male,born 1925,1925,,,,http://www.tate.org.uk/art/artists/bernard-brett-808
53,"Brett, John",Male,1831–1902,1831,1902,"Reigate, United Kingdom","Putney, United Kingdom",http://www.tate.org.uk/art/artists/john-brett-53
809,"Brett, The Hon. Dorothy",Female,1883–1977,1883,1977,"London, United Kingdom","Taos, United States",http://www.tate.org.uk/art/artists/the-hon-dorothy-brett-809
54,"Bridell, Frederick Lee",Male,1831–1863,1831,1863,"Southampton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frederick-lee-bridell-54
810,"Bridgewater, Alan",Male,1903–1962,1903,1962,,,http://www.tate.org.uk/art/artists/alan-bridgewater-810
811,"Briggs, Ernest",Male,1866–1913,1866,1913,"Broughty Ferry, United Kingdom","Dunkeld, United Kingdom",http://www.tate.org.uk/art/artists/ernest-briggs-811
55,"Briggs, Henry Perronet",Male,?1791–1844,1791,1844,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/henry-perronet-briggs-55
2415,"Bright, Henry",Male,1810 or 14–1873,1810,1873,,,http://www.tate.org.uk/art/artists/henry-bright-2415
812,"Brill, Frederick",Male,1920–1984,1920,1984,,,http://www.tate.org.uk/art/artists/frederick-brill-812
2671,"Brill, Reginald",Male,1902–1974,1902,1974,"London, United Kingdom",,http://www.tate.org.uk/art/artists/reginald-brill-2671
813,"Brisley, Stuart",Male,born 1933,1933,,"Haslemere, United Kingdom",,http://www.tate.org.uk/art/artists/stuart-brisley-813
2638,British (?) School,,,,,,,http://www.tate.org.uk/art/artists/british-school-2638
61,British (?) School 19th century,,1800–1899,1800,1899,,,http://www.tate.org.uk/art/artists/british-school-19th-century-61
56,British School 16th century,,1500–1599,1500,1599,,,http://www.tate.org.uk/art/artists/british-school-16th-century-56
57,British School 17th century,,1600–1699,1600,1699,,,http://www.tate.org.uk/art/artists/british-school-17th-century-57
58,British School 17th or 18th century,,1600–1799,1600,1799,,,http://www.tate.org.uk/art/artists/british-school-17th-or-18th-century-58
59,British School 18th century,,1700–1799,1700,1799,,,http://www.tate.org.uk/art/artists/british-school-18th-century-59
60,British School 19th century,,1800–1899,1800,1899,,,http://www.tate.org.uk/art/artists/british-school-19th-century-60
2548,British School 20th century,,1900–1999,1900,1999,,,http://www.tate.org.uk/art/artists/british-school-20th-century-2548
62,"Brock, Sir Thomas",Male,1847–1922,1847,1922,"Worcester, United Kingdom",,http://www.tate.org.uk/art/artists/sir-thomas-brock-62
11347,"Brockhurst, Gerald",Male,1890–1978,1890,1978,"Birmingham, United Kingdom","Franklin Lakes, United States",http://www.tate.org.uk/art/artists/gerald-leslie-brockhurst-11347
814,"Brodzky, Horace",Male,1885–1969,1885,1969,"Kew, Australia","London, United Kingdom",http://www.tate.org.uk/art/artists/horace-brodzky-814
11761,"Bronstein, Pablo",Male,born 1977,1977,,"Buenos Aires, Argentina",,http://www.tate.org.uk/art/artists/pablo-bronstein-11761
815,"Broodthaers, Marcel",Male,1924–1976,1924,1976,"Saint-Gilles, België","Köln, Deutschland",http://www.tate.org.uk/art/artists/marcel-broodthaers-815
816,"Brook, Peter",Male,1927–2009,1927,2009,"Scholes, United Kingdom","Halifax, United Kingdom",http://www.tate.org.uk/art/artists/peter-brook-816
